TÊN TRUYỆN: Triệu Hoán Đại Ma Đầu
TÁC GIẢ: 沙蝎
------------------------------

=== Đường Hoàng Tuyền Mới Giác Tỉnh (#1) ===

Người đăng: buikhiemhtc@

Thứ 001 chương trên đường hoàng tuyền mới Giác Tỉnh 



	( tác giả lời mở đầu: nhìn kỹ mấy vạn chữ, ta bảo đảm ngươi không uổng chuyến này 
	Dịch tiểu thất nghe vậy ngẩn ra, không nghĩ tới chính mình bất quá nói cái tạ ơn sẽ khiến cho lớn như vậy phản ứng, gặp đối phương kinh sợ đích bộ dáng, lại có chút sinh nghi, không hề hỏi nhiều, chống thân thể hướng tới mọi nơi đánh giá. Nhưng thấy đơn sơ sương phòng nội bài trí thập phần đơn giản, chính là trừ bỏ cái bàn ở ngoài, cái khác đích vật liền có vẻ  thập phần cổ quái, nhìn không ra tác dụng gì.



	Bị cứu phía trước, hắn đặt mình trong hư không, bốn phía tràn ngập bạo ngược đích sát khí, cùng khi xuất ra, nơi này đích kia cổ sát khí yếu bớt đến thấp nhất, có loại ấm áp nếu như xuân đích cảm giác, hắn phát giác chính mình hồn lực khôi phục rất nhanh.



	Trung niên nhân thấy hắn không ra tiếng, cũng không có lắm miệng, chính là hướng tới bên người thiếu niên nhìn lướt qua, thấp giọng nói: "Nhanh đi thỉnh lý khoang lái lại đây, đã nói hồn sư đã tỉnh."



	Thiếu niên thần tình hưng phấn, nhanh như chớp chạy đi ra ngoài.



	Trong phòng chỉ còn lại có trung niên nhân, thần tình cung kính địa thúc thủ đãi lập.



	Dịch tiểu thất nghĩ nghĩ, vẫn là nhịn không được hỏi: "Này vị đại thúc, ngươi vừa rồi bảo ta cái gì?"



	Trung niên nhân nghe hắn xưng hô chính mình đại thúc, thân thể hơi hơi chấn động, cũng không biết mình làm sao nói sai rồi, lắp bắp nói: "Hồn... Hồn sư a... Hồn sư không thích tiểu nhân như vậy xưng hô ngài sao?"



	"Ách... Không phải, đại thúc đừng hiểu lầm."



	"Hồn sư cũng,nhưng đừng một hơi một cái đại thúc , chiết sát tiểu nhân, tiểu nhân tên là kha lạc, ngài gọi thẳng tên của ta, hoặc là bảo ta a lạc là có thể..."



	Dịch tiểu thất biết đối phương loại thái độ này khẳng định cùng cái kia cái gì hồn sư có liên quan, hiện tại chính mình tình cảnh không rõ, rất nhiều địa phương vẫn là trang giả bộ hồ đồ tuyệt vời, thoáng suy tư, nói: "Ngươi như thế nào hội cho rằng ta là hồn sư đâu?"



	Trung niên nhân kha lạc trong mắt sinh ra vài phần nghi hoặc, nhưng vẫn là thành thành thật thật hồi đáp: "Có thể ở âm u trận gió trung quay lại tự nhiên đích, trừ bỏ hồn sư còn có thể là ai..."



	Âm u trận gió?



	Nghe thế cái tên, dịch tiểu thất khóe mắt nhảy khiêu, bất quá hắn hiểu được hiện tại không phải bào cái hỏi để đích thời điểm, chỉ cần sống sót, nghi vấn chung có cởi bỏ đích thời điểm.



	Khi nói chuyện, bên ngoài cước bộ yểu đạp, sương cửa mở ra, tiến vào vài nhân, đầu lĩnh đích đúng là cái dáng người nổi bật đích nữ tử, chân mày hàm xuân, một thân dày da lông trang ngược lại càng phụ trợ ra của nàng nhỏ xinh.



	Trái lại bên người nàng vài cái nam tử cũng là các bàng đại thắt lưng thô, vẻ mặt tục tằng.



	Năm sáu nhân tiến vào, tiểu phòng nhỏ lập tức trở nên chật chội đứng lên.



	Kha lạc nhìn thấy kia kiều mỵ nữ tử, lập tức khom mình hành lễ, sau đó chỉ vào bọn họ hướng dịch tiểu thất giới thiệu đứng lên.



	Kia kiều mỵ nữ tử tên là lý thư, là đám người kia đích thủ lĩnh, cũng là này chiến thuyền khai thác đá thuyền đích chủ nhân, bên người nàng đích đám người kia đều là của nàng bộ hạ.



	Đám kia tục tằng nam tử thi lễ sau liền quy củ địa đứng ở một bên.



	Lý thư nhìn thấy dịch tiểu thất sau sắc mặt cũng là nhất túc, liễm mệ thi lễ, hơi vài phần câu nệ địa nói: "Hồn sư đại giá quang lâm, thực lệnh tiểu nữ tử thụ sủng nhược kinh, tiểu thuyền đơn sơ, mong rằng hồn sư nhiều hơn tha thứ."



	Dịch tiểu thất phía trước có thể nói là cửu tử nhất sinh, có thể thoát được tánh mạng đã tính vạn hạnh, đối với này đó cứu mạng người đánh trong lòng là cảm kích đích, bởi vậy đối mặt chủ nhân nơi này vô luận như thế nào cũng hậu không dậy nổi da mặt thản nhiên chỗ chi.



	Xốc lên đệm chăn, đứng dậy, hướng đối phương chắp tay, dùng có chút lắm mồm đích ngữ điệu nghiêm mặt nói: "Đa tạ lý đà chủ ân cứu mạng, lần này nếu không có các vị thân thủ cứu viện, tại hạ chỉ sợ sớm đã tử ở bên ngoài . Ta gọi là dịch tiểu thất, ngươi có thể bảo ta tiểu thất, ta chỉ nghĩ muốn nói một câu, các ngươi đích ân cứu mạng, tiểu thơ thất tuyệt sẽ không quên, nếu có cơ hội, chắc chắn báo đáp."



	Hắn lời này nói đích thành khẩn vô cùng, trong phòng mọi người nghe xong cũng là ký ngoài ý muốn vừa sợ nhạ, lý thư cặp kia ngập nước đích mắt to theo dõi hắn nhìn một lát, thấy hắn không giống vọng ngôn đích bộ dáng, ánh mắt đang lúc hiện lên một tia sắc mặt vui mừng, lập tức cười khanh khách nói: "Ta chờ âm u phàm bối không dám gọi thẳng hồn sư tên. Dịch hồn sư nói quá lời, cái gì báo ân không báo ân đích, nếu hồn sư đi vào chúng ta trăm lễ kình thượng, thì phải là lý thư đích có phúc. Dịch hồn sư thương thế trên người chưa hảo, chỉ để ý ở trong này nghỉ ngơi, chúng ta lần này đã là trở về , không cần thiết mười ngày, chúng ta có thể trở lại thịnh diên ổ ."



	"Thịnh diên ổ?" Dịch tiểu thất có chút khó hiểu.



	"Dịch hồn sư không biết thịnh diên ổ? Hay là ngài không phải nơi này đích hồn sư?" Lý thư nghe hắn khẩu âm còn có sở hoài nghi, lúc này thừa cơ hỏi.



	"Đúng vậy, tôi không phải người nơi này, bởi vậy rất nhiều chuyện không rõ lắm, mong rằng nhiều hơn chỉ giáo."



	Lý thư lần này thật sự có chút ngoài ý muốn, ngạc nhiên nói: "Ngài không rõ ràng lắm chuyện nơi đây? Hay là ngài không phải ni thứ bộ đà địa giới đích nhân?"



	Dịch tiểu thất chỉ có lắc đầu, đừng nói cái gì ni thứ bộ đà địa giới, hắn ngay cả này không gian là làm sao cũng không biết.



	Lý thư cùng tên kia trung niên nam tử kha lạc trao đổi  cái ánh mắt, phân biệt theo đều tự trong mắt nhìn đến một tia hy vọng.



	"Nguyên lai là nước ngoài tới hồn sư, như vậy ngài hay không còn không có ở ni thứ bộ đà kết ấn đâu?" Lý thư hơi thở có vẻ có chút dồn dập.



	"Cái gì kết ấn? Nói như thế nào?"



	"A, dịch hồn sư thực còn không có ở ni thứ bộ đà kết ấn, không bằng ngay tại chúng ta thịnh diên ổ kết ấn như thế nào, chúng ta có thể giúp hồn sư ngài dẫn đường." Lý thư tình thế cấp bách địa nói.



	Bên cạnh kha lạc cảm giác lý thư nói chuyện có chút nóng vội, hắn không nghĩ khiêu khích dịch tiểu thất phản cảm, vội vàng cười nói: "Hồn sư chớ trách, tiểu thư nhà ta tính tình cấp, cũng không phải có tâm can thiệp ngài đích hành trình."



	Dịch tiểu thất đầu đầy mờ mịt, nhún nhún vai bàng nói: "Lời nói thật nói, ta đối với ngươi nhóm tình huống nơi này hoàn toàn không biết gì cả, các ngươi không ngại nói cẩn thận điểm, đến tột cùng cái gì là kết ấn, nó là làm cái gì dùng là?"



	Lý thư ngạc nhiên nói: "Dịch hồn sư tới địa phương không có kết ấn vừa nói sao, theo ta được biết, âm u mười vực quá giới hồn sư đều có kết ấn thói quen, kết ấn chính là ở nên giới lưu lại linh hồn của chính mình ấn ký, như vậy mặc dù có chuyện xảy ra, thân thể ngã xuống, linh hồn cũng có thể tìm ấn phản hương, nương linh hồn ấn ký đích năng lực, khôi phục từ trước trí nhớ, nặng tố thân thể."



	Dịch tiểu bảy đại vi kinh ngạc, hắn ẩn ẩn nghe hiểu kết ấn đích ý tứ, tựa hồ có liên quan sống lại đích sử dụng, trải qua Hoàng Tuyền lộ chi lữ đích hắn tự nhiên hiểu được, chỉ cần hồn thể bất diệt, liền không phải là chân chính ý nghĩa thượng đích tử vong, như vậy cái gọi là đích kết ấn chẳng lẽ chính là làm cho hồn thể lạc đường biết quay lại?



	"Ý của ngươi là nói, kết ấn sau hồn sẽ không hội bị lạc, vô luận rất xa, đều đã trở lại kết ấn chỗ sống lại?"



	"Đúng vậy, đây là hồn sư đích thần thông, hồn sư là bất diệt thân thể!" Lý thư đoán đối phương là một tân sinh đích hồn sư, ngữ khí lộ ra vô hạn hâm mộ, chung quanh đích những người đó cũng mỗi người mắt lộ hướng tới vẻ. ! ~!.

==================================================

=== Đệ 010 chương có thạch dưỡng hồn mộc xuân phong (#10) ===

Người đăng: buikhiemhtc@

Thế giới này thật sự là điên cuồng, phải biết rằng vĩnh sinh bất tử đây chính là nhân loại chung cực đích theo đuổi, dịch tiểu thất tuy rằng sớm có được  loại năng lực này, nhưng nghe bọn hắn nói nơi này đích hồn sư các cụ bị loại năng lực này, vẫn là cảm thán vạn phần. 



	Nhìn thấy bọn họ các đang nhìn mình, trong mắt lộ ra chờ đợi, dịch tiểu thất biết bọn họ ở đợi chờ mình mở miệng, hắn không biết mình ở thịnh diên ổ kết ấn đối bọn họ lại cái gì ưu đãi, tuy rằng không muốn làm cho bọn họ thất vọng, nhưng đối với thế giới này hắn có nhiều lắm khó hiểu, bởi vậy tạm thời còn không nghĩ muốn tùy tiện đáp ứng, nghĩ nghĩ, nói: "Chuyện này ta sẽ lo lắng, đợi cho  thịnh diên ổ rồi nói sau."



	Lý thư trong mắt rõ ràng hiện lên một tia thất vọng, nhưng rất nhanh liền chuẩn bị hảo tâm chuyện, nói: "Một khi đã như vậy, chúng ta sẽ không đã quấy rầy ngài nghỉ ngơi . Dịch hồn sư ngài chỉ để ý yên tâm, này chiến thuyền trăm lễ kình khai thác đá thuyền thượng sở hữu thuyền viên đều là tôi Lý gia đích thân tín, không được đến ngài đích đồng ý, bọn họ tuyệt không hội lộ ra hành tung của ngài."



	Dịch tiểu thất không biết nàng vì sao như vậy thận trọng chuyện lạ, bọn họ đáp cứu mình không chỉ có không có kể công, ngược lại nơi chốn biểu hiện đích cung kính cẩn thận, bởi vậy có thể thấy được hồn sư ở bọn họ trong mắt cũng không phải đơn thuần đích địa vị cao thượng đơn giản như vậy.



	Bị người hiểu lầm vi hồn sư, chính mình lại ngay cả hồn sư là cái gì cũng không biết, này thật sự dạy người không nói gì, bất quá thân phận của hắn nói ra người khác cũng không tin, không bằng đâm lao phải theo lao. Huống chi hắn tin tưởng, một khi thực lực của chính mình khôi phục, không cần thiết so với cái gì hồn sư phải kém hơn nhiều ít.



	Mấy ngày sau, hồn lực khôi phục  vừa thành đích dịch tiểu thất đứng ở khai thác đá thuyền đỉnh cái cặp bản thượng, nhìn tiền phương kia năm sáu chỉ to lớn tráng nếu như khâu đích thanh kình thú, trên mặt lộ vẻ thản nhiên tươi cười.



	Vừa mới hắn minh tưởng xong, trong cơ thể hồn tức bị nhè nhẹ thuyên chuyển đứng lên, héo rũ đích thịt khu đến hiện tại đã hoàn toàn khôi phục bình thường, tinh thần lâm vào rung lên, có loại vui vẻ thoải mái đích thoải mái.



	Tiền phương thanh kình thú lạp xả trăm lễ thuyền xuyên qua hư không, chúng nó cao tới bảy tám thước, đầu nếu giao long, thân giống như mãnh hổ, bay lên đang lúc đề trảo bay lên, màu xanh bộ lông dao động, rất có lực lượng đích mỹ cảm.



	Mấy ngày nay hắn muốn làm rõ ràng không ít đồ vật này nọ, từ lúc mấy ngày trước, hắn còn lầm đem này đó thuần hóa đích thanh kình trở thành  nào đó yêu ma quỷ quái, hiện tại mới biết mười phần sai . Thanh kình thú là thực dịu ngoan đích minh thú, chúng nó cái ăn bích lân cây cỏ, lại lực lớn vô cùng, thân nếu đồi núi, có rất mạnh đích đạo khoảng không thuật, thực sớm đã bị dân bản xứ thuần hóa thành thay đi bộ đích súc vật .



	Dịch tiểu thất lúc ban đầu nghĩ đến phá vỡ Hoàng Tuyền lộ sẽ đến đến quần ma loạn vũ đích Ma Vực, bất quá hiển nhiên cái quan điểm này là sai lầm đích, thế giới này tuy rằng quái dị, nhưng cũng không phải ma đầu đích sống ở địa, nơi này có cái chính thống đích tên —— âm u giới.



	Âm u giới ở phàm nhân cùng hồn sư, có điều,so sánh từ trước đích thế giới, nơi này đích phàm nhân có cường đại đích thể năng, này cùng bọn họ chúa tu thất phách có liên quan. Thất phách uẩn hóa thịt khu, trong đó gì nhất phách đích lớn dần đều có thể làm cho bọn họ đạt được tương ứng đích lực lượng.



	Nếu thất phách toàn bộ cường đại đứng lên, tam hồn cũng liền lần cường, như vậy sẽ tấn chức thành hồn sư.



	Hồn sư là âm u giới đích thượng tầng cường giả, bởi vì hắn nhóm có thể khống chế tam hồn lực, bởi vậy xa so với chỉ hiểu được khống chế thất phách đích phàm nhân cường đại hơn hơn.



	Trở thành hồn sư sau, tu luyện đích chính là hồn thuật .



	Hồn sư phân chia vi năm giai đoạn, phân biệt là hóa thể, hồn dũng, lột xác, âm chúc, dương minh.



	Danh như ý nghĩa, hóa thể chính là nặng tố thịt khu, đây là trở thành hồn sư cơ bản nhất đích điều kiện.



	Bởi vì này chiến thuyền khai thác đá thuyền thượng tất cả đều phàm là nhân, bởi vậy chỉ biết là bước vào hồn sư chi đạo đích ‘ hóa thể ’, nhưng không biết cái khác bốn giai đoạn ý vị như thế nào.



	Dịch tiểu thất tế phẩm này năm giai đoạn, bi ai đích phát hiện, ngay cả chính mình thực là cái gì hồn sư, đại khái cũng là ở vào tối mạt : chót nhất lưu đích nhân vật, cũng chính là hóa thể giai đoạn.



	Biết đến càng nhiều, dịch tiểu thất ngược lại càng chờ mong, chờ mong đến lý thư lời nói đích cái kia thịnh diên ổ. Đối với này thần bí đích thế giới, hắn rất muốn hiểu biết càng nhiều chút.



	Nguyên bản hắn nghe lý thư nói thịnh diên ổ chỉ cần trải qua hơn mười ngày lâu liền khả đến, còn tưởng rằng thật không phải là rất xa, không nghĩ tới cũng là náo loạn cái chê cười.



	Nguyên lai âm u giới đích nhân tính toán thời gian đích phương thức cùng hắn bất đồng, nơi này tuy rằng không có ngày thăng mặt trời lặn, nhưng là mỗi cách ba mươi sáu mấy giờ, sẽ có một lần âm dương luân phiên, âm lâm tắc âm phong đại thịnh, dương lâm giả dương khí nảy sinh, người nơi này lấy âm dương luân phiên một vòng làm một ngày.



	Nói cách khác, Trên thực tế nơi này đích một ngày là bảy mươi hai giờ, tương đương với nguyên lai thế giới một ngày đích gấp ba nhiều.



	Ở trong này, một cái hai mươi tuổi đích nhân ý nghĩa ở hắn nguyên lai thế giới đã muốn sống sáu mươi tuổi



	Đáng giá nhắc tới chính là, người nơi này phần lớn thể lực sự dư thừa, bọn họ thời gian nghỉ ngơi quá ngắn, đại đa số cũng không yêu ngủ, cho dù nghỉ ngơi cũng là lựa chọn ở dương thịnh là lúc tu luyện thất phách.



	Dịch tiểu thất cùng bọn họ hoàn toàn tương phản, hắn tu chính là hồn, bởi vậy cần ở âm thịnh khi tiến hành minh tưởng.



	Biết được còn nhu đi như thế dài dòng thời gian,  hắn ngược lại không nóng nảy , hiện tại là tối trọng yếu là khôi phục hồn lực, y theo trước mắt đích tiến độ, đến thịnh diên ổ hắn đích hồn lực lớn khái cũng khôi phục đến thất thất bát bát .



	Đến lúc đó cho dù có cái gì trạng huống phát sinh, hắn cũng khả thong dong ứng phó.



	Dịch tiểu thất trong khoảng thời gian này có thể nói khó được nhàn nhã, ở trong này không ai hội đã quấy rầy hắn, cũng không cần vi thực vật phát sầu, trừ bỏ minh tưởng tĩnh tu ngoại, hắn ngẫu nhiên cùng thuyền viên trao đổi hiểu biết tình huống, ngẫu nhiên thượng boong tàu trúng gió hồi tưởng tiền đồ.



	Trăm lễ thuyền tuy rằng được xưng là thuyền, Trên thực tế hắn so với kiếp trước đích du thuyền còn muốn lớn hơn, bên trong đủ có thể cất chứa mấy nghìn người, bởi vì thuyền nội sắp đặt  nào đó trang bị, khiến cho thuyền viên có thể bình yên đứng thẳng mặt trên, mà sẽ không huyền phù đứng lên, đó cũng là lúc ấy dịch tiểu thất tới gần trăm lễ thuyền liền trực tiếp ngã xuống đích nguyên nhân.



	Dịch tiểu thất đối loại này trọng lực trang bị thập phần cảm thấy hứng thú, tằng tự mình qua đi xem xét một phen, lại phát hiện mình xem không rõ.



	Cái kia trang bị cư nhiên là khối khắc đầy  hoa văn đích vòng tròn, hắn cảm nhận được mặt trên hồn lực đích dao động, nhưng vừa rồi không có sinh linh hơi thở, ký như là vật chết, hoặc như là vật còn sống, làm hắn sờ không được ý nghĩ.



	Thuyền viên thấy hắn không hiểu rất là kỳ quái, bởi vì hắn cho rằng phàm là hồn sư đều nên biết cái gì là hồn khí, mà nên vòng tròn chính là kiện hồn khí, nó bị gọi ‘ trấn khoảng không bàn ’.



	Dịch tiểu thất nhìn ra kia thuyền viên trong mắt lộ ra vài phần hoài nghi, đối này hắn chính là cười trừ, chính mình nhưng cho tới bây giờ không nói mình là cái gì hồn sư, nếu biện giải không rõ ràng lắm, sẽ theo hắn đi đi.



	Trăm lễ thuyền xem như lớp giữa loại đích khai thác đá thuyền, dùng để thu thập âm u giới trong hư không sản xuất đích các loại khoáng thạch. Khoáng thạch danh mục phồn đa, đại đa số vi hồn sư sở dụng, chúng nó linh linh toái toái rải ở các góc, muốn thu thập sẽ tiến hành cẩn thận đích tìm tòi.



	Dịch tiểu thất nhìn thấy thuyền viên nhóm đứng ở khai thác đá thuyền hai bên, một khi phát hiện đặc thù khoáng thạch, lập tức hay dùng bắn pháo phát ra đặc chế đích trảo câu tiến hành vớt, có chút tắc hơn trực tiếp, rõ ràng sưởng y lộ hung đứng thẳng thuyền duyến, cầm trong tay trảo câu, phát hiện mục tiêu liền sử lực phao bắn, cùng bắt cá thập phần tương tự.



	Này đó trảo câu thập phần thật lớn, mỗi kiện cũng không hạ hơn trăm cân, những người này chỉ dựa vào lực cánh tay có thể xa xa đem chi tung, hơn nữa tinh chuẩn vô cùng, tương đối người thường mà nói, thực lực có thể nói dọa người .



	Này chiến thuyền trăm lễ thuyền đã muốn ra ngoài hai năm , tương đương thành địa cầu năm, lại có lục thất ... nhiều năm, dịch tiểu thất rất khó tưởng tượng như thế dài dòng tịch mịch năm tháng bọn họ là như thế nào vượt qua đích, trong lòng rất là sợ hãi than.



	Dịch tiểu thất ẩn ẩn cảm giác được cái kia kêu lý thư đích kiều mỵ nữ tử tựa hồ cất giấu rất nhiều tâm sự, kia nhìn như sung sướng đích trong tiếng cười y hi mang theo thản nhiên sầu lo, nhưng đối này hắn cũng không tính toán muốn đi xâm nhập hiểu biết, dù sao đây là nhân gia sự chuyện.



	Ở hắn xem ra, nữ tử này cũng không đơn giản, đừng nói nàng năng lực ngụ ở tịch mịch tiến hành lần này lặn lội đường xa, chỉ bằng nàng quản lý mấy nghìn người đã muốn xem như khăn trùm không cho tu mi .



	Trong lúc, lý thư khiển nhân tặng chút khoáng thạch cho hắn, nói là đưa tặng hắn đích dưỡng hồn thạch.



	Hắn kinh ngạc phát hiện, này đó tảng đá nội cư nhiên ẩn chứa nồng hậu tinh túy đích âm khí, thuần túy đích âm khí có thể tẩm bổ hồn thể, hắn tuy rằng chưa bao giờ tiếp xúc quá, khả một chút liền thích thượng .



	Nắm bắt dưỡng hồn thạch, hồn tức xuyên qua trong đó, lập tức cũng cảm giác hồn thể thư sướng, tam hồn nếu như mộc xuân phong, làm cho hắn nguyên vốn tưởng rằng đạt đến cực hạn đích tam hồn khoảnh khắc có buông lỏng đích dấu hiệu.



	A! Này có phải hay không ý nghĩa pháp thân đại viên mãn cũng không phải cuối cùng trạng thái?



	Dịch tiểu bảy đại hỉ, khi hắn biết được trên cái thế giới này có hồn sư loại này cao giai tồn tại, trong lòng đã muốn không chỉ một lần lấy bọn họ âm thầm đối lập, hắn có loại dự cảm, mình và loại người này đích khác biệt không lớn, chỉ cần chính mình được đến tương ứng đích phương pháp, nhất định cũng có thể trở thành chân chính đích hồn sư.



	Mọi người cảm thấy được cũng không tệ lắm trong lời nói, trước hết cấp tấm vé đề cử phiếu đi, sau đó cất chứa một chút. Này cuối tuần tựu ít đi càng điểm chờ yêm nhiều tồn một ít số lượng từ, kia tuần sau hội thích hợp địa bùng nổ mấy chương, tóm lại sẽ làm mọi người xem đích thích địa. )! ~!.

==================================================

